id,title,authors,venue,year,cosine_avg_sim,combined_avg_sim
BYnUn8gQrBwJ,Concurrent object-oriented programming languages,"C Tomlinson, M Scheevel","Acm Press Frontier Series,",1989.0,4.036097876535533,4.036097876535533
GqDoT-ySZCMJ,Academic/Research Computer networks in Greece: the European dimension,B Maglaris,"Presentation to the Telecommunications Forum, Athens, Greece &hellip;,",,4.035105107918425,4.035105107918425
RjNS_7m6cyYJ,"Ad-hoc, self-supervising peer-to-peer networks","B Cooper, H Garcia-Molina","Technical report, Stanford University,",,4.035075724522498,4.035075724522498
bwgKboEDBNcJ,Standards working group summary,"AD Malony, K Nichols","Acm Press Frontier Series,",1990.0,4.033642533657871,4.033642533657871
8XZ8rmtkdJoJ,Digital Picture Processing: Academic Press,"A Rosenfeld, AC Kak","San Diego, CA,",,4.03079611766889,4.03079611766889
pNCBMycRzyUJ,"The Social Space of Guangzhou City, China","AGO Yeh, X Xu, H Hu","URBAN GEOGRAPHY,",1995.0,4.029584731761932,4.029584731761932
OBbDFGQNEDQJ,Estimating the Selectivity of XML Path Expressions for Internet Scale Applications,"A Aboulnaga, AR Alameldeen, JF Naughton","Area,",2001.0,4.027262590781062,4.027262590781062
Tp0mzF6bZUQJ,"ANII KOSBIK, DS 1993","BA MYERS, RG MCDANIEL",&hellip;  complete user interfaces by demonstration.[n Proceedings of,,4.024847026471359,4.024847026471359
IoC-MhhB4gYJ,"SALPâ??Segregation and Linkage Analysis for Pedigrees, Release 2.0","C Stricker, RL Fernando, RC Elston","Computer program package. Zurich, Switzerland: Federal  &hellip;,",,4.021377311024964,4.021377311024964
RDYDZgifz6oJ,Modernization from Below: An Alternative Indigenous Development?,A Bebbington,"Economic Geography,",1993.0,4.020855812696733,4.020855812696733
18H1fJ3qOOYJ,"December 15, 1994 Memorandum","B Jackson, G Smillie","Trip Report for Travel to Seattle, Washington and to the  &hellip;,",,4.020742849528912,4.020742849528912
y7BBF7Rgii8J,Biomechanics of the cardiovascular system,"BB Sramek, J Valenta, F Klimes",Czech Technical University,,4.0203515813860395,4.0203515813860395
yad8mDe_Kv8J,Asset Optimization: A Better Approach for Energy Saving and Capacity Increase,"B Choi, Y Lee","at AspenWorld,",,4.0178225987357825,4.0178225987357825
pBW-_SSAufAJ,"Jr., SMS 1998. Little-JIL 1.0 Language Report","AE Wise, BS Lerner, EK Mc Call, R Podorozhny, LJ  ","Technical Report 98-24 (Apr), University of Massachusetts at ",,4.015045327039989,4.015045327039989
url:http://doi.wiley.com/10.1002/anie.199005091,C 0 MMUNICATIONS,C Schulze,"Acc. Chem. Res,",1989.0,4.01415764940999,4.01415764940999
OMrINzmgbzIJ,The Functional Neuroanatomy of Tourette's Syndrome: An FDG-PET Study. I. Regional Changes in  ,"AR Braun, B Stoetter, C Randolph, JK Hsiao","NEUROPSYCHOPHARMACOLOGY-SAN DIEGO-,",1993.0,4.009209369524498,4.009209369524498
h4pfhM0JYToJ,PACT HDL: AC Compiler with Power and Performance Optimizations,"A Jones, D Bagchi, S Pal, X Tang, A Choudhary, P  ","Proc. CASES,",,4.008983238041672,4.008983238041672
WLNXlwFRHy4J,Computability and Randomness,A Nies,to,,4.008495576557996,4.008495576557996
LtgCiN2a0E4J,Private Sector and Privatisation in the Health Care Services,"A Jesani, S Anantharam","Foundation for Research in Community Health, Bombay, India,",,4.007513200945638,4.007513200945638
14xprdQMRAsJ,Dynamic soil test for rice,"A Dobermann, KG Cassman, PCS Cruz, HU Neue, EO  ","Proc. Int. Rice Res. Conf,",,4.007217629331684,4.007217629331684
hIPz9-Yy39AJ,"Political empowerment, local-central state relations, and geographically shifting political  ",B Miller,"POLITICAL GEOGRAPHY,",1994.0,4.005435802579928,4.005435802579928
5566VjEwfScJ,The geography of choice and diversity in the'new' secondary education market of England,C Taylor,"Area,",2001.0,3.9970842379155793,3.9970842379155793
M6i2b7qZFrwJ,Gradual handling of contradiction in argumentation frameworks,"C Cayrol, MC Lagasquie-Schiex","Intelligent Systems for Information Processing: From  &hellip;,",,3.994538665039011,3.994538665039011
o30XNyAw4iQJ,Approximate reasoning by agents in distributed environments,A Skowron,"Proc. IAT,",,3.9932958891393517,3.9932958891393517
0Hd2o8tehbEJ,Implications of Nd-isotopic study of Proterozoic garnet amphibolites and wollastonite skarns from  ,"AR Basu, BE Faggart, M Sharma","Proc. 28th Internat. Geol. Congr. Washington, DC,",,3.9929328061177713,3.9929328061177713
51xLqvCZhTwJ,Special Section: Local vs. Global Issues in Electronic Commerce,C STEINFIELD,"Electronic Markets,",1999.0,3.9922655057285055,3.9922655057285055
UX8puVlVm4AJ,Memantine prevents progressive functional neurodegeneration in rats,"C Heim, KH Sontag","JOURNAL OF NEURAL TRANSMISSION SUPPLEMENTUM,",1995.0,3.990208007933572,3.990208007933572
uPXwTgMrcx0J,Trigonometric sums and their applications,AA Karatsuba,"Proc. Int. Congr. Math. Vancouver,",,3.988068311309349,3.988068311309349
MgBcPF5donUJ,Spatial modelling of deforestation in southern Cameroon: spatial disaggregation of diverse  ,"B Mertens, EF Lambin","Applied Geography,",1997.0,3.987702273049532,3.987702273049532
JB42CibD_JkJ,Incorporating Object Relationship Notation (ORN) into SQL,"BK Ehlmann, MA Stewart","Proc. 35th ACM Southeast Conf,",,3.9820974292813403,3.9820974292813403
ILh0dT3_yOsJ,"ar, and Ph. Schnoebelen. Boundedness of Reset P/T nets","C Dufourd, P Jan","Proc. 26th Int. Coll. Automata, Languages, and Programming ( &hellip;,",,3.9806175019808556,3.9806175019808556
Aod-So6Y0BEJ,Semimodular varieties of semigroups,"BM Vernikov, MV Volkov",to,,3.978331989985601,3.978331989985601
uQJesniSRy8J,"Ad hoc, self-supervising peer-to-peer search networks",BFCH Garcia-Molina,"Technical Report, Stanford University Database Group,",,3.9781104431017784,3.9781104431017784
eUOqs3o1BsQJ,A Hierarchical Mobility Management Scheme for the Internet,C Castelluccia,"Technical Report CSL-TR-97-736, Stanford University, September ",,3.9777647156761065,3.9777647156761065
Bid_wJNEUG4J,Interpolation of missing samples for audio restoration,", WJ Fitzgerald","Electronic Letters,",1994.0,3.9755355543994177,3.9755355543994177
-uHh0xi7qR4J,Functional and dysfunctional aspects of government bureaucracy,AM Craig,"See Vogel,",,3.9739561295992267,3.9739561295992267
Kf0B7UUtIV0J,An efficient pyramid image coding system,"A Tran, K Liu, K Tzou, E Vogel","Proc. ICASSP,",,3.9735546340537407,3.9735546340537407
url:http://links.jstor.org/sici%3Fsici%3D0146-4949(196622)7%253A2%253C131%253ANAAIJP%253E2.0.CO%253B2-8,Negation and Affirmation in Jacques Prevert's Word Games,AH Greet,"Wisconsin Studies in Contemporary Literature,",1966.0,3.9717331557375193,3.9717331557375193
url:http://links.jstor.org/sici%3Fsici%3D0146-4949(196522)6%253A2%253C177%253AOWGIRO%253E2.0.CO%253B2-P,On William Gaddis: In Recognition of James Joyce,B Benstock,"Wisconsin Studies in Contemporary Literature,",1965.0,3.9692557111194837,3.9692557111194837
WEr8-RsnCeEJ,Project Da CaPo++â??Volume II: Implementation documentation,"B Stiller, D Bauer, G Caronni, C Class, C Conrad,  ","&hellip; , Swiss Federal Institute of Technology, Zurich, Switzerland &hellip;,",,3.967770454046865,3.967770454046865
2LhwzB9ropEJ,Response of Shamouti orange and Minneola tangelo on six rootstocks to salt stress,"A Vardi, P Spiegel-Roy, G Ben-Hayyim, H Neumann, J ","Proc. Int. Citrus Congress,",,3.966992863653373,3.966992863653373
Je52Jsdu4wEJ,Application of the hazard analysis critical control point (HACCP) system in the food industry,"C Tzia, A Tsiapouris","Papasotiriou, Athens (Greece),",,3.9649157833083692,3.9649157833083692
Td7GubFt3cQJ,Timing Trigger and Control distribution for LHC detectors.,BG Taylor,"Procs 1st Workshop on Electronics for LHC Experiments, CERN/",,3.9626698474223647,3.9626698474223647
ZCA3ap4fx_oJ,Maori access to information technology,B Parker,"ELECTRONIC LIBRARY,",2003.0,3.9623994378099443,3.9623994378099443
-m1NUbmXOQAJ,Lipoic acid content of Escherichia coli and other microorganisms,"AA Herbert, JR Guest","Archives of Microbiology,",1975.0,3.961419966488398,3.961419966488398
ZIFpmqaOzRcJ,ARBâ??s study of emission from two â??â??late-modelâ??â??diesel and CNG heavy-duty transit buses.  ,"AN Ayala, R Kado, M Okamoto, P Rieger, BA Holmen,  ","San Diego, April,",,3.960687501007797,3.960687501007797
kudpYmMwKUIJ,A TPV system with Si photocells and a selective emitter,"B Bitnar, W Durisch, D Grutzmacher, JC Mayor, F  ","Proc. 28th IEEE Photovoltaic Spec. Conf. 2000,",,3.9587382157929767,3.9587382157929767
87sgP4MyIooJ,Conceptual models for network literacy,B Devlin,"ELECTRONIC LIBRARY,",1997.0,3.9576166400673696,3.9576166400673696
163kMEjgVcoJ,"Deconstructing a Disease: RAR   , Its Fusion Partners, and Their Roles in the Pathogenesis of Acute  ","A Melnick, JD Licht","BLOOD-NEW YORK-,",1999.0,3.9553060924225916,3.9553060924225916
COFLVpq_VQcJ,A weak type inequality for convolution products,"A Bellow, AP Calderon",to,,3.955260485422878,3.955260485422878
bfn8TDfrO_wJ,Modular verification diagrams,"A Browne, Z Manna, HB Sipma","Technical report, Computer Science Department, Stanford ",,3.9551121838870036,3.9551121838870036
aZw5JQeyfboJ,Distributions of query plan costs for large join queries,A Swami,"Technical Report RJ7908, IBM Almaden Research Center, San Jose, ",,3.9549748189490783,3.9549748189490783
zBEdOpGFn0kJ,Scene organization using discriminant structural templates,"A Torralba, A Oliva","Proc. Int&#39;l Conf. Computer Vision,",,3.954699744771905,3.954699744771905
Gw_ENWFYGJQJ,From Interval Computations to Modal Mathematics: Applications and Computational Complexity,"B Bouchon-Meunier, V Kreinovich","ACM SIGSAM Bulletin,",1998.0,3.9531001833490134,3.9531001833490134
9nJYF0FGPywJ,Estimating the support of a high dimensional distribution [R]. 1999,"B SchOlkopf, CP John, ST Johnâ?¦",Microsoft technical,,3.9527095920669897,3.9527095920669897
url:http://links.jstor.org/sici%3Fsici%3D0146-4949(196321%252F22)4%253A2%253C172%253ATSOEH%253E2.0.CO%253B2-I,The Snows of Ernest Hemingway,B Oldsey,"Wisconsin Studies in Contemporary Literature,",1963.0,3.9522156940052646,3.9522156940052646
j7E6vgG4kOUJ,Slack equalization algorithm: Precise slack distribution for low-level synthesis and optimization,"C Chen, M Sarrafzadeh","Proc. Int. Workshop Logic Synthesis,",,3.950860949318666,3.950860949318666
TRicfkiADxIJ,Neurochemical Effects of Electrically and Chemically Induced Seizures: An In Vivo Microdialysis  ,"AP Zis, GG Nomikos, EE Brown, G Damsma","NEUROPSYCHOPHARMACOLOGY-SAN DIEGO-,",1992.0,3.9502988202183005,3.9502988202183005
0sOwKesA4F4J,Project Partnering,"C Cowan, C Gray, E Larson","PROJECT MANAGEMENT JOURNAL,",1992.0,3.9502850907800315,3.9502850907800315
efe1n5EOqz0J,"Guidelines for Bank Stabilization Projects in Riverine Environments of King County, King County  ","AW Johnson, JM Stypula","Seattle, Washington,",,3.950242225638949,3.950242225638949
url:http://links.jstor.org/sici%3Fsici%3D0146-4949(196422)5%253A2%253C151%253ADHLTPO%253E2.0.CO%253B2-M,DH Lawrence: The Politics of Irrationality,A Guttmann,"Wisconsin Studies in Contemporary Literature,",1964.0,3.949159258591974,3.949159258591974
k-xq9NPYDZsJ,How to Implement an Employment-Focused Approach to Welfare Reform,A Brown,"Work First How-To Guide, Manpower Research Demonstration  &hellip;,",,3.948774713331469,3.948774713331469
qZ3gCy4cs2IJ,Probiotics: from myth to reality,"C Dunne, L Murphy, S Flynn, LOâ??Mahony, DOâ?? ","Demonstration of functionality in animal models of disease  &hellip;,",,3.9486405517278698,3.9486405517278698
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D8204540538MD,Effect of Particle Size on the Compaction Behavior of Beta Silicon Carbide and Silicon Nitride,"B Ras, AD Manohar, RM Rao, SS Rao","Powder Metallurgy Alloys Symposium[Abstracts], Bombay, India &hellip;,",1980.0,3.946109747949206,3.946109747949206
-k6w8LlQ2igJ,Structure activity relationship with respect to antiinflammatory activity in a series of curcumin  ,"A Mukhopadhyay, N Basu, N Ghatak, KP Singh, PK  ","Proc Int Union Physiol Sci,",,3.946013133123977,3.946013133123977
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DENV%26recid%3D8913249,Developing an Operational Water Temperature Model for the Columbia River System,"B Tanovan, RG Willey","Water Quality 88: Seminar Proceedings. February 23-25 1988,  &hellip;,",1988.0,3.9444998990607103,3.9444998990607103
rq0Thaf1znAJ,"Flowback: Providing backward recovery for workflow management systems, June 1998","B Kiepuszewski, R Muhlberger, M Orlowska",Demonstrated at,,3.943714641858056,3.943714641858056
3RbwBBhXafoJ,The Dynamics of Income Assistance: Evidence from the Self-Sufficiency Project,C Ferrall,"research report, Social Research Demonstration Corporation,",,3.943430223561122,3.943430223561122
P9TJYSPzHogJ,The Bird Collectors: Academic Press,"B Mearns, R Mearns","San Diego, California,",,3.9417349576808873,3.9417349576808873
zRYo84carGoJ,Kung. Information exchange in wireless networks with network coding and physical-layer broadcast,C Wu,"Technical Report MSRTR-2004-78, Microsoft Technical Report, Aug.",,3.940234055655168,3.940234055655168
Y94yJa36IqgJ,Wide-swath SAR,"A CURRIE, MA BROWN","IEE Proceedings,",1992.0,3.939829924157739,3.939829924157739
Hv6oCtnJFiUJ,The effects of stressful life situations on the concentration of blood glucose in diabetic and  ,", S Wolf","Diabetes. I,",1952.0,3.9369938764007624,3.9369938764007624
WYoAQGS3bAUJ,New merge sorting techniques,"BK Betz, WC Carter",Proceedings 14th,,3.9364503458703117,3.9364503458703117
url:http://links.jstor.org/sici%3Fsici%3D0146-4949(196622)7%253A2%253C183%253A%2522HBOPA%253E2.0.CO%253B2-E,"&quot; Quaker Hero, Burning&quot;; Of Poetry and Power: A Poem and Comment",B Noll,"Wisconsin Studies in Contemporary Literature,",1966.0,3.9334278125037168,3.9334278125037168
3mV40oEv5osJ,Business Partnerships: How to Involve Employers in Welfare Reform,"A Brown, ML Buck, E Skinner","New York: Manpower Demonstration Research Corporation,",,3.931841471922202,3.931841471922202
76oGsap87-YJ,ScanningAugermicroscopyoflaser-producedCuionsimplanted in silicon,"AM Mezzasalma, L Torrisi, S Gammino, G Mondio, G  ","Proc. 28th ECLIM,",,3.9284899822561963,3.9284899822561963
SILDQxJoTj8J,"AModel forHierarchical Memory,&quot;","A Aggarwal, B Alpern, AK Chandra, M Snir","Proc. 19th ACM STOC,",,3.9277329046901883,3.9277329046901883
_es5nzlgFC4J,Recognitionand interpretationof parametric gesture,"AD Wilson, AF Bobick","Proc. Int. Conf. Comp. Vis,",,3.926944150972724,3.926944150972724
Gq6vhpEhG34J,Somatic embryogenesis of Cyclaman persicum Mill. in bioreactors. Comb,"AK Hvoslef-Eide, C Munster","Proc. Int. Plant Prop,",,3.9253574902971904,3.9253574902971904
ICtWx0VtV-UJ,Crop rotation and nitrogen fertilization for crop production. p. 30â??33,"AP Mallarino, D Rueber","&hellip; 1998. Northern research and demonstration farm. ISRF98â??22. &hellip;,",,3.923168609259715,3.923168609259715
yCmFrFJ5rkcJ,A current model of population dynamics in Red Grouse,"A WATSON, R Moss","Proc. Int. Ornothol. Congr., 15th,",,3.9222463638660625,3.9222463638660625
kfWVkq5g394J,METALS DETERMINATION IN ATMOSPHERIC PARTICULATES BY ATOMIC ABSORPTION SPECTROMETRY WITH SLURRY  ,"A Fernandez, R Fernandez, N Carrion, D Loreto, Z  ","At. Spectrosc.,",1991.0,3.9202372798955634,3.9202372798955634
iXGrLaaFEzwJ,"Predictability, Analysis and Optimization","A Srivastava, M Sarrafzadeh","Proc. ACM/IEEE ICCAD,",,3.9195420782734525,3.9195420782734525
nOf9DWutRR0J,"Reasoning about structure, behavior and function","B Chandrasekaran, R Milne","ACM SIGART Bulletin,",1985.0,3.9174810523071737,3.9174810523071737
_obDTsxj59IJ,Emotions in Motiorr MSc Dissertation,C Martinho,"Technical University of Lisbon,",,3.9171248930681926,3.9171248930681926
TwHQi8X4H0IJ,Gold Determination in Ore and Concentrated Samples by Flame Atomic Absorption Spectrometry After  ,"A Rivoldini, T Haile","At. Spectrosc.,",1989.0,3.9166522725350132,3.9166522725350132
8OOxcgJaqp8J,Finite State Markov Decision Processes,C Derman,"New York,",,3.9139149639857584,3.9139149639857584
NFNlh7yHYJYJ,Equivalent circuitâ??EQUIVCRT Manual,BA Boukamp,"Technical University of Twente,",,3.9127253393150783,3.9127253393150783
yUDgX2_nmSMJ,A Data Modeling Tool Where Associations Come Alive,BK Ehlmann,"Proc. 21st IASTED Int&#39;l Conf. Modelling, Identification, and &hellip;,",,3.9088201803852125,3.9088201803852125
zytS8pqT0zYJ,The-866A/A genotype in the promoter of the human uncoupling protein 2 gene is associated with  ,", L Perego, M Cardellini, MA Marini, S Frontoni, F ","DIABETES-NEW YORK-.,",2004.0,3.9062804773490742,3.9062804773490742
Vul5PW36DioJ,Damping in Tall Buildings: Its Variability and Treatment,"AG Davenport, PJ Hill-Carroll","Proc., ASCE Convention, Seattle, Washington,",,3.9058751586955225,3.9058751586955225
bJU-8m2wELoJ,Measurement of the Force Characteristics of a Contactless Electromagnetic Rotor Bearing,"A Traxler, G Schweitzer","Institute for Mechanics, ETH Zurich, Switzerland,",,3.901438712414083,3.901438712414083
C6V6jg5nu78J,Phase transition and finite-size scaling for the optimum partitioning problem,"C Borgs, J Chayes, B Pittel","Technical report, Microsoft Research, http://www. research. ",,3.9013234501760863,3.9013234501760863
9rbkZGL9yQwJ,TNF-alpha and IFN-gamma are overexpressed in the bone marrow of Fanconi anemia patients and TNF- ,"C Dufour, A Corcione, J Svahn, R Haupt, V Poggi, R ","BLOOD-NEW YORK-,",2003.0,3.8966748338857236,3.8966748338857236
GkK6HlxepwIJ,The geometric channel allocation as a practical strategy in mobile networks with bursty user  ,"A Baiocchi, FD Priscoli, F Grilli, F Sestini","&hellip;  Seminar on Digital Communications, Zurich, Switzerland (",,3.896318588091453,3.896318588091453
aIP3PhWPproJ,User education in academic libraries: a study of trends and developments in Southern Africa,B Fidzani,"&hellip;  IFLA General Conferenceâ??Conference Proceedingsâ??20-25  &hellip;,",,3.8921081811426177,3.8921081811426177
2OZFkkOJrV8J,Clinical applications of a context- norities (pp. 211â??234),B Bracken,"Santa Barbara, CA: University of California Linguistic  &hellip;,",,3.8911414905499946,3.8911414905499946
Pn3FVmzGLC8J,Strategy through Dialogue and Doing: a Game of â??Mornington Crescentâ???,A Pye,"Management Learning,",,3.8874958479969717,3.8874958479969717
VLO-u9UCUWQJ,Sanz is with the Department of Computer Science,C JL,"IBM Almaden Research Center, San Jose,",,3.8859492592194025,3.8859492592194025
JuuIRR5uug4J,Spectral theory of non-selfadjoint operators,BS Pavlov,"Proc. Int. Congr. Math., Warszawa,",,3.8857282586558637,3.8857282586558637
5uJj4s6kxl4J,â??Quantum electrodynamics of two-level atoms in cavities: some theoretical studies,A Joshi,"Ph. D. thesis (University of Bombay, India,",,3.884859783889771,3.884859783889771
RRRqyvxoH7EJ,"Moskalenko, and O. Reimer",AW Strong IV,Proc. 28th Int. Cosmic Ray,,3.8847066868665916,3.8847066868665916
url:http://journals.iucr.org/c/issues/1995/08/00/bk1106/bk1106.pdf,"FERGUSON, SPALDING AND MCENEANEY 1503",A Cryst,Acc. Chem.,,3.884424641921556,3.884424641921556
A7przgGWp2oJ,Caribbean Amphibians and Reptiles: Academic Press,BI Crother,"San Diego, CA,",,3.88266518131459,3.88266518131459
3wS8Bn56dhgJ,"GLOBALâ??93, International Conference and Technology Exhibition â??Future Nuclear Systems: Emerging  ","BF Myasoedov, MK Chmutova","Proceedings, Seattle, Washington, September,",,3.8816856914034714,3.8816856914034714
26mM4rteL1gJ,Aliasing reduction in sub-bands of cascaded filter banks with decimation,B Edler,"Electronic Letters,",1992.0,3.881050230649003,3.881050230649003
U-Kd4GQ_vCMJ,World Wide Database-Integrating the Web,"A Bouguettaya, B Benatallah, L Hendra, J Beard, K  ",CORBA and,,3.8787934610343227,3.8787934610343227
YHIysNvMeGUJ,Transcript of SmallTalk Presentation,AC Kay,"History of programming languages II,",,3.876939986945474,3.876939986945474
fmU5T2ppD5QJ,Deming and software-strange bedfellows?,"AK Bissett, JIA Siddiqi","SOFTWARE QUALITY MANAGEMENT-INTERNATIONAL CONFERENCE-,",1996.0,3.8753508274362742,3.8753508274362742
nN1i435jxxIJ,Development and Administration of a Measure to Assess Adolescents' Participation in Leisure  ,"A Passmore, D French","ADOLESCENCE-SAN DIEGO-,",2001.0,3.875127873852595,3.875127873852595
9vlpunKsYtgJ,Mining geostatistics: Academic,"AG Journel, CJ Huijbregts","San Diego, CA,",,3.873201231830289,3.873201231830289
S7hVpqCJcUAJ,General Constructions for Information-Theoretic Private Information Retrieval,"A Beimel, Y Ishai, E Kushilevitz",Unpublished manuscript available at www. cs. bgu. ac. il/,,3.8723044560797577,3.8723044560797577
zZvVaVckbSsJ,Inflamm-aging. An Evolutionary Perspective on Immunosenescence,"C Franceschi, M Bonafe, S Valensin, F Olivieri, M  ","ANNALS-NEW YORK ACADEMY OF SCIENCES,",2000.0,3.8711975298110923,3.8711975298110923
xSi1P_WJSp8J,InP/InGaAs resonant cavity enhanced photodetector and light emitting diode with external mirrors on  ,"A Salvador, F Huang, B Sverdlov, AE Botchkarev","Electronic Letters,",1994.0,3.8711890908562854,3.8711890908562854
r3DG-tN-E8wJ,"Comparison of 79 DNA polymorphisms tested in Australians, Japanese, and Papua New Guineans with  ","AA Lin, JM Hebert, JL Mountain, LL Cavalli-Sforza","Gene Geography,",1994.0,3.8708537222253527,3.8708537222253527
url:http://adsabs.harvard.edu/abs/1976InfPh..16...65S,Infrared charge coupled devices,AJ Steckl,"&hellip;  on Infrared Physics, Zurich, Switzerland, Aug. 11-15, 1975. &hellip;,",1976.0,3.864595408361354,3.864595408361354
0bzEs_tSsOAJ,Thermal scheme and iron loss determination of BLDC motors at high synchronous speed,"A Cassat, M Aiai, N Wavre, C Espanet, M Jufer",Proc. 29th Annu. Symp. Incremental Systems and,,3.8565802407455405,3.8565802407455405
url:http://portal.acm.org/citation.cfm%3Fid%3D89482.89491,Planting the seeds: personal observations,BD Waxman,"Acm Press History Series,",1990.0,3.854537966515859,3.854537966515859
G4N691AyoYMJ,Estimatingthe support of a high-dimensional distribution,"B Scholkopf, JC Platt, J Shawe-Taylor, AJ Smola,  ","Technical Report MSRTR-99-87, Microsoft Research Corporation, ",,3.8514326982143103,3.8514326982143103
dssprBSrl70J,"On the speedup required for combined input and output queued switching, Computer Systems Lab","B Prabhakar, N McKeown","Technical Report CSL-TR-97-738, Stanford University,",,3.8495360467357504,3.8495360467357504
DPQmOYQwnrsJ,The impact of the value of womenÂ? s time on food and nutritionÂ?,B Senauer,I.,,3.849518371440129,3.849518371440129
4kijp2RKYEwJ,37kDa ONCOFETAL ANTIGEN IS AN AUTOIMMUNOGENIC HOMOLOGUE OF THE 37kDa LAMININ RECEPTOR PRECURSOR,"AL Barsoum, JW Rohrer, JH Coggin","CELLULAR AND MOLECULAR BIOLOGY LETTERS,",2000.0,3.8494625807259393,3.8494625807259393
TQY2uibpFq4J,Behavioral ecology of tropical birds: Academic Press,"BJM Stutchbury, ES Morton","San Diego, CA,",,3.848850305022961,3.848850305022961
eqZ5pNjsaKMJ,Effects of telecommunications technology on office location,A Kutay,"Urban Geography,",,3.846181285926211,3.846181285926211
aCv0_TYBVAAJ,Computer algebra symbolic and algebraic computation,"B Buchberger, GE Collins, R Loos, R Albrecht","ACM SIGSAM Bulletin,",1982.0,3.8450693291869618,3.8450693291869618
JGoaXfWc9doJ,Some algorithmic questions on ideals of differential operators,A Galligo,"Proceedings EUROCAL,",,3.842173119748887,3.842173119748887
J0m81YEtjbgJ,Judging student multimedia: Fifteen criteria teachers need to effectively assess kids' projects,C Brunner,"Electronic Learning,",,3.8413592018337983,3.8413592018337983
IqT8eDRCDIQJ,Chitosan and N-trimethyl chitosan chloride as absorption enhancers for nasal and rectal delivery of  ,"AF KotzÃ©, M Thanou, JC Verhoef, HE Junginger","Proc Int Controlled Release Bioact Mater,",,3.840645499782513,3.840645499782513
2elIrI6APJcJ,Hysteresis Current-Forced Three Phase Voltage-Sourced Reversible Rectifier,"AW Green, JT Boys","IEE Proceedings,",1989.0,3.8380867648873473,3.8380867648873473
yWNPCnwEcO8J,"andâ??â??, 1995: Toward a revised Beaufort Equivalent Scale","AM da Silva, CC Young, S Levitus",Proc. Int. COADS Winds,,3.8359767247391208,3.8359767247391208
EUQCtcMk0MkJ,"J. Ja ar, M. Maher. Towards Practical Constraint Databases",A Brodsky,"Very Large DataBases Conference, Dublin, Ireland,",,3.8337210934241934,3.8337210934241934
shj0cNWdJH8J,Global Value Numbers and Redundant Computations&quot;. 15 thPOPL,"BK Rosen, MN Wegman, FK Zadeck","San Diego, California,",,3.8333641889969456,3.8333641889969456
LRMu375sDTAJ,Efficiency of the SI engine fuelled with methanol-gasoline blends,A Kowalewicz,"PROCEEDINGS-INSTITUTION OF MECHANICAL ENGINEERS PART D  &hellip;,",1994.0,3.8327338957981487,3.8327338957981487
IQCbdtchcD4J,Light Scatteringâ??Basic Principle and Practice,B Chu,"Academic, San Diego,",,3.831412122837396,3.831412122837396
VrCX1YnKfisJ,"The effects of rosiglitazone on insulin sensitivity, lipolysis, and hepatic and skeletal muscle  ","AB Mayerson, RS Hundal, S Dufour, V Lebon, D  ","DIABETES-NEW YORK-,",2002.0,3.829849169902727,3.829849169902727
Cd1No8h0YJEJ,Escherichia coli O157: H7 strains associated with haemorrhagic colitis in the United States produce  ,"AD Oâ??Brien, TA Lively, ME Chen, SW Rothman, SB  ","Lancet i,",1983.0,3.829614164030379,3.829614164030379
5UaSjEhK-yIJ,Enveloping Computers and Users in a Collaborative 3D Augmented Reality,"A Butz, T HÃ¶llerer, S Feiner, B MacIntyre, C  ","Proc. IWAR,",,3.8295443407644587,3.8295443407644587
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DENV%26recid%3D8913264,Tiered Approach for Evaluating Sediment Quality at Multiple Coastal and Riverine Dredging Projects,AR Turner,"Water Quality 88: Seminar Proceedings. February 23-25 1988,  &hellip;,",1988.0,3.828838868122553,3.828838868122553
ZUExgNSuyp8J,Parallel non-binary planning in polynomial time,"C Backstrom, I Klein","Proceedings IJCAI,",1991.0,3.823186252408213,3.823186252408213
gL8Xm07m3xoJ,Voltage-Gated Potassium Channels in T Lymphocytes-Physiological Role and Changes in Channel  ,A Teisseyre,"CELLULAR AND MOLECULAR BIOLOGY LETTERS,",1996.0,3.82180568489067,3.82180568489067
UHW1Nz1caYEJ,Kohonenâ??s self organizing feature maps for exploratory data analysis,"A Ultsch, HP Siemon","Proc. INNC,",,3.821192263719903,3.821192263719903
EiA-0VkeBT4J,Characteristic Changes in Erythrocyte Nucleotides in Haemolytic Anaemia With Basophilic Stippling of ,"A Laurence, JA Duley, HA Simmonds, M Layton","CELLULAR AND MOLECULAR BIOLOGY LETTERS,",1999.0,3.8205788195498336,3.8205788195498336
eU9P5uIG71oJ,Design criteria for electronic market servers,C Wrigley,"Electronic Markets,",,3.8198205469256417,3.8198205469256417
XTsd7ZisW9YJ,Tip60 acetylates six lysines of a specific class in core histones in vitro,"A Kimura, M Horikoshi","Genes to Cells,",1998.0,3.8156287897378327,3.8156287897378327
So-x2gv11bkJ,Estimating interregional trade in China for transport project evaluation based on the regional IO  ,"A Ando, T Shibata","Transport Policies, Selected Procs. of 6th WCTR,",,3.8128019479015505,3.8128019479015505
